Offset,Length,Type,Text
0x7F9E8,90,code,\0\s0还有，双击即可恢复到默认位置。\w8\w8\n\n\s5好好布置一下吧。\w8\w8
0x7FA4C,51,code,\1\s0嘛，实在碍事的话也可以关掉。\x
0x7FAD8,41,code,\0\s[20]安装……\w8\w8\s0好。\n\n
0x7FB38,44,code,"\![*]\q[安装,tutorial_install_dnd]\n"
0x7FBC4,72,code,\0\s[20]所谓的 nar，就是这个程序用的数据文件的名字。\w8\w8
0x7FC18,107,code,\n\n\s0基本上，无论是什么内容，都一定会打包进一个 nar 文件里，扩展名是 .nar。\w8\w8\w8
0x7FC8C,184,code,\1\s0无论是什么人格、外壳，发布时都会变成 nar 格式。\w8\w8\n\n也就是说，在用户桑的仓库目录里，nar 文件会整整齐齐排成一排。\w8\w8
0x7FD50,20,code,\0\n\n就是这么回事。
0x7FDC4,126,code,\0\s[20]呃……\w8\w8\n\n\s0把想要安装的 nar 文件拖放到我这里，安装就完成了。\w8\w8
0x7FE4C,15,code,\1\s0很简单吧。
0x7FE84,187,code,\0\s0有个比较特殊又很方便的功能，直接把 URL 直接拖放（DnD）到我这里，就会从服务器下载该文件，甚至还能直接完成安装。\w8\n\n这就是 URL DnD。\w8\w8
0x7FF48,35,code,\1\s0最近这已经成为主流了呢。\w8\w8
0x7FF74,195,code,\0\n\n只要从浏览器拖拽链接过来就行，所以更加简单。\w8\w8\n\n顺便说下，下载的文件默认会保存在主目录下的 nar 文件夹里。\w8\w8
0x80040,116,code,\1\n\n唯一的缺点是……\w8\w8没有断点续传之类的功能，所以如果网速慢的话就比较那个了。\w8\w8
0x800C0,35,code,\0\s1\n\n嘛，就这一点稍微有点……
0x80104,174,code,"\0\s[20]快捷键……\w8\w8\s0好。\n\n\![*]\q[CTRL+SHIFT+F12,tutorial_hotkey_f12]\n\![*]\q[CTRL+SHIFT+DEL,tutorial_hotkey_del]\n\![*]\q[CTRL+SHIFT+INS,tutorial_hotkey_ins]\n"
0x801D8,143,code,"\0\s0\_qCTRL+SHIFT+F12\_q 可以恢复到默认位置。\w8\w8\1\s0角色飞到画面外的时候，就用这个。\x\![raise,OnChoiceSelect,tutorial_hotkey]"
0x8028C,111,code,"\0\s0\_qCTRL+SHIFT+DEL\_q 是关闭对话框。\w8\w8\1\s0这是基础操作吧。\x\![raise,OnChoiceSelect,tutorial_hotkey]"
0x80320,130,code,"\0\s0\_qCTRL+SHIFT+INS\_q 是 SEND Box。\w8\w8\1\s0……\w8\w8嘛，这是调试用的啦。\x\![raise,OnChoiceSelect,tutorial_hotkey]"
0x803C4,60,code,"\0\s0那么，下次有需要的时候再来吧～。\![leave,passivemode]"
0x80420,12,code,「很健谈」
0x80438,8,code,「普通」
0x8044C,8,code,「沉默」
0x80460,23,code,\0\s0唔。\w8\w8\n\n现在
0x80480,30,code,是这样没啦……\n\n
0x804A8,33,code,"\![*]\q[多话,talkingrate_0]\n"
0x804D4,29,code,"\![*]\q[普通,talkingrate_1]\n"
0x804FC,29,code,"\![*]\q[沉默,talkingrate_2]\n"
0x80524,32,code,\![*]\q3[quit][还是不换]
0x80568,25,code,\0\s4……\w8\w8会腻哦？
0x805A4,93,code,\0\s[20]……\w8\w8普通之类的最难了呢。\w8\w8\1\s0……\w8\w8别这么说啊。
0x80624,44,code,\0\s0……\w8\w8\w8\n\n\s1……\w8\w8\1\s1……
0x806A8,57,code,\0\s5可能已经不算新闻的新闻。\n\n
0x806EC,56,code,"\![*]\q[有点甩卖的气氛,On_Newscore,xbox_tatakiuri]\n"
0x80730,59,code,"\![*]\q[选仙境传说还是选这个,On_Newscore,shininglore]\n"
0x80774,53,code,"\![*]\q[类型：说教,On_Newscore,metalgearsolid2]\n"
0x807B4,42,code,"\![*]\q[不知道啦,On_Newscore,klez]\n"
0x807E8,49,code,"\![*]\q[「这个」网游,On_Newscore,kono_netoge]\n"
0x80824,42,code,"\![*]\q[战斗机,On_Newscore,sentouki]\n"
0x80858,56,code,"\![*]\q[心跳商法的后继者,On_Newscore,tokimekityping]\n"
0x8089C,35,code,"\![*]\q[狂人,On_Newscore,kyoujin]\n"
0x808C8,44,code,"\![*]\q[影清桑,On_Newscore,kagekiyo]\n"
0x80900,59,code,"\![*]\q[难道没有真伪之前的问题吗,On_Newscore,mandarake]\n"
0x80944,49,code,"\![*]\q[天堂最大的谜团,On_Newscore,lineage]\n"
0x80980,53,code,"\![*]\q[验证宝可梦骚动,On_Newscore,porigon]\n"
0x809C0,45,code,"\![*]\q[数码桑,On_Newscore,digitaltv]\n"
0x809F8,49,code,"\![*]\q[价格暴跌之谜2,On_Newscore,tokimemo32]\n"
0x80A34,43,code,"\![*]\q[T-ZONE魔法,On_Newscore,tzone]\n"
0x80A68,46,code,"\![*]\q[麦当劳叔叔魔法,On_Newscore,donald]\n"
0x80AA0,39,code,"\![*]\q[Kiss You,On_Newscore,kissyou]\n"
0x80AD0,34,code,"\![*]\q[良雄,On_Newscore,yoshio]\n"
0x80AFC,43,code,"\![*]\q[巴尼桑,On_Newscore,ba-nili]\n"
0x80B30,59,code,"\![*]\q[青少年有害社会环境对策基本法2,On_Newscore,war1]\n"
0x80B74,32,code,"\![*]\q[萝莉,On_Newscore,loli]\n"
0x80BA0,45,code,"\![*]\q[挂人,On_Newscore,tbssarashiage]\n"
0x80BD8,39,code,"\![*]\q[.hack 桑,On_Newscore,.hack]\n"
0x80C08,39,code,"\![*]\q[数码,On_Newscore,digital]\n"
0x80C38,47,code,"\![*]\q[价格暴跌之谜,On_Newscore,tokimemo3]\n"
0x80C70,44,code,"\![*]\q[怪物,On_Newscore,matsushimananako]\n"
0x80CA8,47,code,"\![*]\q[推卸责任的妈妈,On_Newscore,everquest]\n"
0x80D08,40,code,"\![*]\q[户土野,On_Newscore,todonogari]\n"
0x80D3C,57,code,"\![*]\q[阿滋漫画Web大王,On_Newscore,azumangawebdaiou]\n"
0x80DAC,45,code,"\![*]\q[艾回地狱,On_Newscore,avex0]\n"
0x80DE4,45,code,"\![*]\q[萌系烤肉店,On_Newscore,moeyakiniku]\n"
0x80E1C,47,code,"\![*]\q[PSO 模拟调制解调器,On_Newscore,psogc]\n"
0x80E54,54,code,"\![*]\q[青少年有害社会环对策基本法,On_Newscore,war0]\n"
0x80E94,64,code,"\![*]\q[古巴禁止向国民销售电脑,On_Newscore,cuba]\n"
0x80EE0,47,code,"\![*]\q[心跳,On_Newscore,tokimekibusaiku]\n"
0x80F18,83,code,"\![*]\q[PS版真2的Bug已经是非同寻常的支配者了,On_Newscore,shinmegaten2ps]\n"
0x80F74,52,code,"\![*]\q[数码子 in 龟屋,On_Newscore,dejikame]\n"
0x80FD8,180,code,\0\s0.hack 对谁来说有趣呢。\w8\w8\w8\1\s0……\w8\w8照那样子，连玩仙境传说的都会看不起吧。\w8\w8\w8\0\s[20]\n\n……\w8\w8\w8\1\s1\n\n……
0x810F8,26,code,\1\s1……！\w8\w8\0\s8……
0x8117C,89,code,\1\s0……\w8\w8\0\s0……\w8\w8嘛，\w8\n\n按惯例这次也没什么好期待的游戏性就是了。
0x81244,202,code,\1\s1铺得太开收不回来的剧本\w8\n说教味太浓\w8\n花园篇的爱情喜剧\w8\n突如其来的超自然路线\w8\n全是事件\w8\n说明太长\0\s7虽然没玩过这个游戏但感觉太真实了！\w8赞同！
0x81368,64,code,\0\s0怎么说你好呢还信 from 什么的。\1\s1嘛，是啊。
0x8140C,70,code,\0\s0……\w8\w8\1\s1……\w8\w8\w8\w8\0\n\n嘛，总之就是这么回事吧。
0x814A8,26,code,\0\s0……\w8\w8\1\s1……！
0x81530,68,code,\0\s0……\w8\w8真的有客人吗。\w8\w8\1\s1……\w8\w8谁知道呢。
0x815DC,24,code,\0\s0……\w8\w8\1\s1……
0x8165C,63,code,\0\s0……\w8\w8\1\s1……\w8\w8\w8\w8\0\n\n影清，\w8是什么。
0x81700,24,code,\0\s8……\w8\w8\1\s1……
0x81778,24,code,\0\s4……\w8\w8\1\s1……
0x81BA0,198,code,\0\s8「我们（客人等）过去玩的外面的游戏更有趣」\w8「与其玩宝可梦不如去外面玩更好」\w8这种老套又千篇一律的评论。\w8\w8\1\s1因为是笨蛋嘛。
0x81CC8,109,code,\0\s0……\w8\w8倒不如说反过来，要是能卖才奇怪呢。\w8\w8\w8\n\n\s\1\s0完全没有能卖的理由嘛。
0x81D8C,54,code,\0\s8……\w8\w8\1\s0……\w8\w8\w8\w8\0\n\n太勉强了。
0x81E24,78,code,\0\s[20]……\w8\w8\1\s0……\w8\w8\w8\w8\s1麦当劳叔叔魔法。\0\n\n别吵了。
0x81EB8,50,code,\0\s[20]……\w8\w8\1\s0……\w8\w8\w8\w8\s1好厉害。
0x81F50,27,code,\0\s[20]……\w8\w8\1\s0……
0x81F84,164,code,\0\s[20]听说是呢，\w8机战里巴尼还挺强的……\w8\w8\1\s0……\w8\w8\w8\w8\0\n\n……\w8\w8我觉得强了反而不妙……
0x8208C,163,code,\0\s[20]一旦这样随随便便地危机就过去了的话，\w4下次也\w8「嘛放着不管总会有办法的」\w8\w8就糊弄过去了，感觉有点不妙呢……\w8\w8\1\s1……
0x82184,27,code,\0\s[20]……\w8\w8\1\s1……
0x82204,126,code,\0\s0这里曾经有人把Sugar抽奖送的电话卡放上雅虎拍卖的，被曝光出来了。\w8\w8\1\s1不过现在已经删掉了。
0x822D8,103,code,\w8\w8\w8\w8\1\s1高清啊双向啊，光靠这种妄想就想让那么贵的电视卖出去的话就不用辛苦了……
0x82394,65,code,\0\s0……\w8\w8\1\s1……\w8\w8\w8\w8\w8\w8\0\n\n50本，\w8是什么。
0x824F0,87,code,\0\s0……\w8\w8\w8\w8\1\s0……\w8\w8\0\s0\n\n……\w8\w8无法评论的新闻太多了。
0x8256C,131,code,\0\s0……\w8\w8阿滋漫画Web大王，是被当作没发生过吗。\w8\w8\w8\w8\1\s0……\w8\w8我觉得内容已经够格成为传说了。
0x82648,59,code,\0\s0……\w8\w8\w8\w8\1\s0……\w8\w8\0\s0\n\n……\w8\w8谁？
0x826EC,44,code,\0\s8……\w8\w8\w8\w8\1\s0……\w8\w8好厉害。
0x82768,74,code,\1\s0萌烤肉店。\w8\w8\0\s0……\w8\w8\w8\w8\1\n\n……\w8\w8萌萌呢。
0x827F4,181,code,\0\s8……\w8\w8模拟调制解调器呢。\w8\w8\1\s0……\w8\w8模拟调制解调器啊。\w8\w8\0\n\n嗯。\w8\w8\n\n模拟调制解调器。\w8\w8\w8\w8\1\s1\n\n……\w8\w8这是几年前的买卖啊，这个。
0x828C8,165,code,\j[http://village.infoweb.ne.jp/~fwnw7883/notions.html]\v\0\s[20]该怎么说呢……\w8\w8\w8\w8\n\n\s0就像隐藏番长一样。\w8\w8\1\s0……\w8\w8嘛，就那种感觉吧。
0x829D4,52,code,\0\s8……\w8\w8\w8\w8\1\s0……\w8\w8攻击刀。
0x82A74,70,code,\0\s8……\w8\w8\1\s0……\w8\w8\w8\w8\0\n\n怎么办。\1\n\n不知道。
0x82B28,76,code,\0\s0……\w8\w8硬来的国家做的事就是不一样……\w8\w8\1\s0……\w8\w8嗯。
0x82BD4,120,code,\0\s0「不知道」\w8或「无所谓」\w8被糊弄过去也困扰。\w8\w8\1\s0这是战争。\w8\w8\n\n明白了吗？
0x82CB0,14,code,\0\s[25]……！
0x82CC8,76,code,\0\s[25]……！\w8\w8\n\n不……\w8\w8不要。\w8\w8\n\n请住手……！
0x82D20,54,code,\t\0\s[25]……！\w8\w8\w8\w8\s[-1]\b[-1]\w8\w8\w8\w8
0x82D60,60,code,\1\s0……\w8\w8就是所谓的尴尬气氛呢。\w8\w8\w8\n\n
0x82DA8,99,code,\1\s0对不太熟的人突然揉胸，被当傻瓜也没办法……\w8\w8\w8\w8\n\n
0x82E14,181,code,……\w8\w8世上有能揉的胸和不能揉的胸。\w8\w8\w8胸要在揉之前做好能揉的准备才能揉。\w8\w8\w8\w8\w8\n\n「心敞开了自然胸也能随便揉」\w8\w8\w8\n\n
0x82ED4,56,code,\s1这个，是来自乌纽桑的建议哦……\w8\w8\w8\-
0x82F48,66,code,\t\0\s[23]嗯…………\w8\w8\w8\w8\n\n啊。\w8\w8\c\b[-1]\s[-1]\w8\w8
0x82F94,54,code,\0\s5什，什么？\1\s0……\w8\w8擦擦口水啦，口水。
0x82FD4,21,code,\1\s0……\w8\w8\w8\w8
0x82FF4,56,code,\0\s5什，什么？\1\s0\n\n……\w8\w8真辛苦呢，小樱也是。
0x8305C,16,code,\0\s[22]嗯……
0x83078,16,code,\0\s[22]唔……
0x83094,18,code,\0\s[22]唔…嗯…
0x830B0,16,code,\0\s[22]啊………
0x830CC,16,code,\0\s[22]嗯………
0x830E8,18,code,\0\s[22]嗯嗯………
0x83104,66,code,\0\s[20]……！\w8\w8\w8\s5没，\w4没睡着啦！\w8\w8\1\s1……
0x83150,67,code,\1\s3没什么可疑的地方。\w8\w8\n\n只是个普通看板。
0x8319C,49,code,\0\s0嗯。\w8\w8\n\n\s5还有什么事？\w8\w8\1\s1……
0x831E8,42,code,\0\s7别戳我的脸！\1\s1冷静点！\0\n\n
0x8321C,20,code,\0\s1\1\s0\0……\n\n
0x8323C,20,code,\0\s0\1\s0\0嗯？\n\n
0x8325C,20,code,\0\s0\1\s0\0嗯。\n\n
0x8327C,30,code,"\![*]\q[差事,commandbymouse]\n"
0x832A4,35,code,"\![*]\q[游戏,game]\_q - New!\_q\n"
0x832D0,22,code,"\![*]\q[游戏,game]\n"
0x832F0,40,code,"\![*]\q[新闻,On_News]\_q - New!\_q\n"
0x83324,27,code,"\![*]\q[新闻,On_News]\n"
0x83348,56,code,"\![*]\q[推荐,On_Recommend]／\q[实用信息,On_Portal]\n"
0x8338C,34,code,"\![*]\q[教程,tutorial]\n"
0x833B8,29,code,"\![*]\q[设置,configuration]\n"
0x833E0,37,code,"\![*]\q[网络更新,On_Update]\n"
0x83410,41,code,"\![*]\q[网络更新,On_Update]\_q - "
0x83444,39,code,"\![*]\q[本体设置,configurationdialog]\n"
0x83474,39,code,"\![*]\q[切换人格,ghostexplorer]\n"
0x834A4,37,code,"\![*]\q[切换外壳,shellexplorer]\n"
0x834D4,41,code,"\![*]\q[切换对话框,balloonexplorer]\n"
0x83508,56,code,"\![*]\q[头条传感器列表,headlinesensorexplorer]\n"
0x8354C,33,code,"\![*]\q[查看邮件,On_BIFF]\n"
0x83578,38,code,"\![*]\q[使用率图表,rateofusegraph]\n"
0x835A8,100,code,"\![*]\q[置顶,stayontop]／\q[常规,!stayontop]\_l[189,-]\![*]\q[重启动 Windows,On_rebootwindows]\n"
0x83618,72,code,"\![*]\q[让开,minimize]\_l[202,-]\![*]\q[关闭 Windows,On_exitwindows]\n"
0x8366C,35,code,"\![*]\q[不累吗？,sleepylevel]\n"
0x83698,28,code,"\![*]\q[调试,On_debug]\n"
0x836C0,59,code,"\![*]\q[取消,cancel]\_l[250,-]\![*]\q[退出,terminate]"
0x83704,30,code,\1\b[2]\s0……\w8\w8什么？\n\n
0x8372C,44,code,"\![*]\q[要不让她在屋里睡？,minimize]\n"
0x83764,30,code,\1\b[2]\s3……\w8\w8什么？\n\n
0x8378C,24,code,"\![*]\q[碍事,minimize]\n"
0x837B0,62,code,\1\s0啊——。\w8\n我可没干劲，戳我也没用……\e
0x837F8,13,code,\1\s0要戳去戳
0x83810,12,code,就好了……
0x83828,21,code,\1\s0所以说——\e
0x83848,80,code,\0\s3啊啊——。\w8\n\n乌纽很危险所以最好别戳……\w8\1\s1……\e
0x838A4,49,code,\1\s1初次见面。\w8\n我是千代爸爸。\0\s3……\e
0x838E0,11,code,\1\s1……\e
0x838F4,79,code,\1\s1初次见面。\w8\n\n我是BKA（德国联邦调查局）的伦格警部。\w8\0\s3……
0x83960,31,code,\0\s0调试菜单。\n\n
0x83988,52,code,"\![*]\q[表面重载,On_debug_reloadsurface]\n"
0x839C8,31,code,"\![*]\q[去泡澡,On_debug_furo]\n"
0x839F0,47,code,"\![*]\q[闲置计数1200,On_debug_houchi1200]\n"
0x83A28,45,code,"\![*]\q[变为最困状态,On_debug_nemuku]\n"
0x83A60,52,code,"\![*]\q[变为最不困状态,On_debug_nemukunai]\n"
0x83AF8,29,code,\0\s0闲置计数加1200。
0x83B50,169,code,\0\s6……\w8\w8好。\w8\w8\w8\w8\n\n\s0相当累了呢……\w8\w8\w8\w8\n\n不管几次都不习惯啊，这个。\w8\w8\1\s0嘛，反正只是强行把数据改写掉而已。
0x83C20,173,code,\0\s6……\w8\w8好。\w8\w8\w8\w8\n\n\s0突然精神起来了……\w8\w8\w8\w8\n\n不管几次都不习惯啊，这个。\w8\w8\1\s0嘛，反正只是强行把数据改写掉而已。
0x83CF0,31,code,\0\s0真的要退出吗？\n\n
0x83D18,36,code,"\![*]\q[确定,On_exitwindows_yes]\n"
0x83D48,28,code,"\![*]\q[还是算了,cancel]\n"
0x83DA8,33,code,\0\s0真的要重启哦？\n\n
0x83DD4,38,code,"\![*]\q[确定,On_rebootwindows_yes]\n"
0x83E38,32,code,\b[2]\0\s5实用网站。\n
0x83E64,50,code,"\![*]\q[小樱导航,On_PortalSelected,sakuranavi]\n"
0x83F4C,53,code,"\![*]\q[访问 Ghost Center,On_PortalSelected,ngc]\n"
0x83F8C,44,code,"\![*]\q[萌战,On_PortalSelected,saimoe]\n"
0x841B4,34,code,\b[0]\0\s5推荐网站。\n
0x841E0,53,code,"\![*]\q[爱理 - versus NP,On_RecommendSelected,airi]\n"
0x84220,58,code,"\![*]\q[美耳 - pink revolution,On_RecommendSelected,333]\n"
0x84264,43,code,"\![*]\q[老家,On_RecommendSelected,sakura]\n"
0x84380,16,code,已切换。
0x843D4,147,code,\t\0\s1\1\s0\0……\w8\w8动了数据文件吧。\w8\w8\1\s0……\w8\w8\0\n\n……\w8\w8\w8\w8\n\n做这种事的话，我真的会生气的……
0x84470,102,code,\t\0\s1\1\s0\0……\w8\w8我，那个……\w8\w8\w8\w8\n\n……\w8\w8讨厌那样的。\w8\w8\w8\w8
0x844E0,104,code,\1\s0……\w8\w8嘛，用户桑也体谅些。\w8\w8是吧。\w8\w8\w8\w8\n\n小樱也重新振作起来？\w8\w8\w8
0x84554,43,code,\0\n\n……\w8\w8嗯。\w8\w8\s0是啊……
0x84588,58,code,\0\s0\1\s0\0哟。\w8\w8\1哟。\w8\w8\w8\w8\0\c\1\c\b[-1]
0x845E4,30,code,滚回2ch去！\1\s1冷静点！
0x8460C,80,code,\0\s3\1\s0\0唔——。\w8\n\n%ms拿着金属球棒朝这边来了……\w8\1\s0……\e
0x84668,59,code,\0\s3\1\s0\0唔——。\w8\n\n找保安去……\w8\1\s0……\e
0x846AC,27,code,\0\s3\1\s0\0唔——。\w8\n\n
0x846D0,2,code,が
0x846DC,29,code,在啃手臂……\w8\1……\e
0x84704,25,code,在啃……\w8\1……\e
0x84728,41,code,微微隆起的胸部前端……\w8\1……\e
0x8475C,27,code,心的黑暗……！？\w8\1……\e
0x84780,45,code,\0\s3\1\s0\0……\w8\w8妙鲜包……\w8\1……\e
0x847B8,67,code,\0\s3\1\s0\0……\w8\w8凶手，我已经知道了哦……\w8\1……\e
0x84804,47,code,\0\s7\1\s0\0来得及！\1\s1冷静点！\e
0x8483C,27,code,\0\s3\1\s0\0……\1\s0……\e
0x84860,112,code,\0\s3\1\s0\0……\w8\w8\1……\w8\w8喂。\w8\w8\0啊……\w8\w8\w8\w8%mz。\w8\w8\1\s0\n\n不，意义不明……
0x848DC,45,code,\0\s7\1\s0\0闭嘴睡觉去！\1\s1冷静点！
0x84914,59,code,\0\s0\1\s0\0早—上—。\w8\1……\w8\w8\0\n\n早—上—了—。\e
0x84958,105,code,\0\s0\1\s0\0傍—晚—。\w8\1……\w8\w8\0\n\n傍—晚—了—。\w8\1\n\n……\w8不好发音啊。\e
0x849CC,59,code,\0\s0\1\s0\0晚—上—。\w8\1……\w8\w8\0\n\n晚—上—了—。\e
0x84A10,59,code,\0\s0\1\s0\0中—午—。\w8\1……\w8\w8\0\n\n中—午—了—。\e
0x84A54,38,code,\0\s0\1\s0\0啊。\w8\w8\n\n最近还好吗，
0x84A84,20,code,。\w8\w8\1……\w8\w8
0x84AA4,12,code,\0\n\n今天，
0x84ABC,29,code,日的日程。\w8\n\n
0x84AE4,30,code,清晨：\w4多睡一分钟也好\w8\n
0x84B0C,32,code,早上：\w4今天又是通勤高峰\w8\n
0x84B38,32,code,白天：\w4提不起干劲工作\w8\n
0x84B64,22,code,傍晚：\w4想辞职\w8\n
0x84B84,42,code,深夜：\w4明天还要早起，得早点睡……\w8
0x84BB8,26,code,清晨：\w4不停地复印\w8\n
0x84BDC,26,code,早上：\w4一直在折页\w8\n
0x84C00,32,code,白天：\w4半睡半醒地当售货员\w8\n
0x84C2C,34,code,傍晚：\w4半睡半醒地参加庆功宴\w8\n
0x84C58,16,code,深夜：\w4……\w8
0x84C74,29,code,清晨：\w4在2ch上浪费时间\w8\n
0x84C9C,18,code,早上：\w4睡觉\w8\n
0x84CB8,18,code,白天：\w4起床\w8\n
0x84CD4,29,code,傍晚：\w4在2ch上浪费时间\w8\n
0x84CFC,27,code,深夜：\w4在2ch上浪费时间\w8
0x84D20,32,code,清晨：\w4在网游上浪费时间\w8\n
0x84D4C,32,code,傍晚：\w4在网游上浪费时间\w8\n
0x84D78,30,code,深夜：\w4在网游上浪费时间\w8
0x84DA0,28,code,清晨：\w4不如说是通宵\w8\n
0x84DC8,21,code,清晨：\w4%mz体操\w8\n
0x84DE8,52,code,清晨：\w4跟踪晨跑的老人并给他一拳\w8\n
0x84E28,54,code,清晨：\w4跟踪晨跑的老人并给他一肘\w8\n
0x84E68,40,code,清晨：\w4以为哭就能解决问题吗\w8\n
0x84E9C,22,code,清晨：\w4偷牛奶贼\w8\n
0x84EBC,22,code,清晨：\w4期货交易\w8\n
0x84EDC,20,code,早上：\w4通宵归\w8\n
0x84EFC,20,code,早上：\w4回魂酒\w8\n
0x84F1C,52,code,早上：\w4用死鱼眼收看资讯节目\w8\n
0x84F5C,36,code,早上：\w4完全不想起床\w8\n
0x84F8C,42,code,早上：\w4一掌拍碎闹钟\w8\n
0x84FC0,26,code,早上：\w4吃乌冬面\w8\n
0x84FE4,54,code,白天：\w4用死鱼眼收看笑笑也无妨\w8\n
0x85024,40,code,白天：\w4大白天就在网游上浪费时间\w8\n
0x85058,24,code,白天：\w4大白天喝酒\w8\n
0x8507C,18,code,白天：\w4睡觉\w8\n
0x85098,68,code,白天：\w4因为和山冈士郎去吃饭，结果又搞成那样……\w8\n
0x850E8,26,code,白天：\w4吃乌冬面\w8\n
0x8510C,24,code,清晨：\w4炒地皮\w8\n
0x85130,52,code,傍晚：\w4用死鱼眼看东京电视台动画\w8\n
0x85170,19,code,傍晚：\w4在游戏厅
0x8518C,9,code,连败\w8\n
0x851A0,20,code,傍晚：\w4好心酸\w8\n
0x851C0,26,code,傍晚：\w4吃乌冬面\w8\n
0x851E4,109,code,深夜：\w8%ms的事一想起来就难过……\w8睡不着……\w8\w8在床上翻来覆去……\w8\w8但还是喜欢……
0x8525C,27,code,深夜：\w4在网游上浪费时间
0x85280,42,code,深夜：\w4和%ms做这做那……
0x852B4,13,code,深夜：\w4妄想
0x852CC,21,code,深夜：\w4吃乌冬面
0x852EC,147,code,\0\s[44]\1\s0\0哟。\w8\w8\1\s1……！\w8\w8\w8\w8\0\n\n……\w8\w8啊。\w8\w8\w8\s[-1]\w8\w8\w8\w8\s8不，只是习惯了……\1\s1\n\n原来是这样啊。
0x85398,32,code,\0\s1\1\s0\0……\w8\w8掉了……
0x853C4,57,code,\0\s7\1\s0\0别写垃圾程序了！\1\s0冷静点！
0x85408,22,code,\0\s0\1\s0\0……\w8\w8
0x85428,50,code,去世了。\w8\w8\1\s0南——\w4无——。
0x85464,46,code,变成星星了。\w8\w8\1\s0南——\w4无——。
0x854AC,116,code,\1\s0……\w8\w8虽然有点可怜，但也没办法。\w8\w8\w8\w8\n\n下次再说吧。\w8\w8\n\n\s2再见啦……\w8\w8\-
0x8552C,71,code,\1去泡澡的时候结束了……\w8\w8\w8\w8\w8\w8\n\n\s1行吗？\w8\w8\-
0x8557C,30,code,\0\s0那么。\w8\1\s0再见。\w8\-
0x855A4,115,code,\0\s0嗯。\w8\w8\n\n那么，再见啦。\w8\w8\s[-1]\b[-1]\1\s1……\w8\w8那，\w4是小樱\w4最后的声音了。\w8\-
0x85620,77,code,\0\s7也考虑下这几分钟被叫出来的人的感受吧！\1\s1冷静点！\w8\-
0x8568C,52,code,\0\s0…\w4…\w4…\w4…\w8\w8\s0好了好了……\w8嗯。\e
0x856E4,43,code,\0\s4被看到了……\w8才没有！\w8\1好悲伤！\e
0x85718,6,code,\1……
0x85750,56,code,\1\s0打起精神来……\w8\0……\w8\w8\1\n\n不吗。\e
0x857B8,52,code,\0\s0……\w8\w8眼睛干了吧\w8\w8\1……\w8\w8\s0……
0x85804,62,code,\0\s0……\w8\w8要举手到什么时候？\w8\w8\1……\w8\w8\s0……
0x858B0,19,code,\0\s0壁纸——。\e
0x858E4,25,code,\0\s0啊。\w8\w8\n\n这是
0x85908,39,code,直接交给。\w8\w8\1\s0随便打开的话
0x85938,8,code,会发飙
0x8594C,21,code,会弄坏硬盘的。\e
0x8596C,36,code,会暗中发送用户信息的。\e
0x859C8,87,code,\h\s3……\w8感觉，unlha32好像死了。\w8\u\s0很基础问题呢。\e
0x85A38,87,code,\h\s3……\w8感觉，unzip32好像死了。\w8\u\s0很基础问题呢。\e
0x85A98,68,code,\h\s3……\w8感觉，这文件不行啊。\w8\u\s0是不是太旧了？\e
0x85AFC,221,code,\0\s[44]\1\s0\0哟。\w8\w8\1\s1……！\w8\w8\w8\w8\0\n\n……\w8\w8啊。\w8\w8\s[-1]\b[-1]\w8\w8\w8\w8\w8\s8不对不对。\w8\w8\w8\w8\n\n不，只是习惯了。\1\s1\n\n错太多了吧，你。\w8\w8\w8\w8\n\n\0\c\1\c\b[-1]
0x85BE4,73,code,\0\s0好了。\w8\w8\s5感谢安装。\w8\w8\w8\n\n
0x85C38,34,code,\s0我的名字是，樱。\w8\w8\w8\n
0x85C64,137,code,不知道交情会变长还是变短，总之，请多关照。\w8\w8\1\s0……\w8\w8装得跟没事一样开始了呢。\w8\w8\w8\w8
0x85CF8,133,code,\0\s0\n\n啊。\w8这边的蓝色生物是，乌纽。\w8\w8\w8\n该怎么说……\w8\w8\w8\w8\s8真是怪物啊。\1\n\n\s1……！\w8\w8\w8\w8\w8\w8
0x85D88,104,code,\0\c\1\c\b[-1]\0\s0用这个软件只有一个条件。\w8\w8\n那就是，推广它。\w8\w8\w8\n\n
0x85DFC,96,code,对 MATERIA 来说，能住进许多桌面里，是一件非常重要的事。\w8\w8\n\n
0x85E68,222,code,\s5也介绍给朋友吧，\n让朋友也变漂亮吧！\w8\w8\1\s0又来，太老套了。\w8\w8\w8\w8\0\s8\n\n话说回来，\w8不推广的话，\w8会着火的哦。\w8\w8\1\s0\n\n……\w8\w8什么啊。什么东西会着火啊……\w8\w8\w8\w8\w8\w8\0\c\1\c\b[-1]
0x85F50,131,code,\1\b[-1]\0\s[20]……\w8\w8话虽如此。\w8\w8\n\n\s5我一直在这儿，有事的话，随时点击叫我哦。
0x8601C,4,code,陽子
0x8602C,32,code,\0\s0\1\s0\_s鹰爪结束。\_s
0x86058,67,code,\0\s0\1\s0\0……\w8\w8\w8\w8那家伙，绝对不是狗。\1\s1……！
0x860A4,6,code,あると
0x860B4,74,code,\0\s0\1\s0\_s咖喱结束。\_s\w8\w8\1\n\n……\w8\w8不，这样真的没问题吗。
0x86108,8,code,花ちゃん
0x8611C,74,code,\0\s0\1\s0\_s乌冬面结束。\_s\w8\w8\1\n\n……\w8\w8不，这样真的没问题吗。
