ID,Offset,Length,Pad,Text
1312,0x92488,54,01,\0\s7浩之ちゃんがそんなに偉いのかっ！\1\s1落ち着けっ！
1313,0x924C8,74,01,\1\s0人を傷つける笑いは笑いじゃないらしいぞ。\w8\w8\0\s0‥‥\w8\w8ふーん。
1314,0x9251C,91,01,\0\s[20]ヤワラちゃんって、ある意味バイオハザードだよね。\w8\w8\1\s0‥‥\w8\w8そう言うなよ。
1315,0x92580,85,01,\0\s[20]ヤワラちゃんって、ある意味 BC 兵器だよね。\w8\w8\1\s0‥‥\w8\w8そう言うなよ。
1316,0x925E0,63,01,が通販で騙されたらしいよ。\w8\w8\1\s0ん？\w8\w8\0\n\nなんでも、
1317,0x92628,16,01,を注文したのに、
1318,0x92644,72,01,が届いたとか‥‥\w8\w8\1\n\n‥‥\w8\w8注文の段階で間違ってへんか、それ。
1319,0x92698,141,01,があの日、\w4オレンジ色のモビルスーツにかじりついて、\w4あのパイロットと出会っていなければ、\w4今日のようなことは起こらなかった。\w8\w8でも、
1320,0x92730,40,01,は全力で危機を乗り越えようとした。\w8\w8
1321,0x92764,37,01,\n\n次回、機動戦士Vガンダム、\w8\w8「
1322,0x92794,53,01,と会った日」。\w8\n\n\s7見てください！\w8\w8\1\s0‥‥
1323,0x927D4,32,01,ビルが年々傾いてて、このままだと
1324,0x92800,12,01,年以内に隣の
1325,0x92818,101,01,ビルに突き刺さるらしいよ。\w8\w8\1\s0‥‥\w8\w8むう。\w8\w8\0\n\nあのビルには気をつけた方がいいかも。
1326,0x92888,4,01,が、
1327,0x92898,8,01,個限定で
1328,0x928AC,42,01,抱きまくらを作ったらしいんだけどね。\w8\w8
1329,0x928E0,17,01,\1\s0ああ。\w8\w8
1330,0x928FC,26,01,\0\n\n製造側のミスで、全部
1331,0x92920,36,01,抱きまくらになってたらしいよ。\w8\w8
1332,0x92950,34,01,\1\n\n‥‥\w8\w8わざとやないんか。
1333,0x9297C,33,01,\0\s[20]Yahooオークションで「宇宙
1334,0x929A8,50,01,」っていうのが毎分高値を更新してるらしいよ。\w8\w8
1335,0x929E4,21,01,\1\s0‥‥\w8\w8むう。
1336,0x92A04,60,01,\1\s0うさだ大爆発。\w8\w8\0\s0内臓と糞尿を撒き散らしながら。
1337,0x92A4C,26,01,の自宅、夜な夜な天井裏から
1338,0x92A70,106,01,のうめき声が聞こえてくるらしいよ。\w8\w8\1\s0‥‥\w8\w8\w8\w8\0\s0\n\n欠陥住宅だね。\1\n\nそういう問題か。
1339,0x92AE4,54,01,\1\s1ここではリントの言葉で話せ‥‥！\0\s0うるさいよ。
1340,0x92B24,22,01,\0\s[20]骨折したときは
1341,0x92B44,93,01,を食べるといいらしいよ。\w8\w8\1\s0‥‥\w8\w8また、みのか？\w8\w8\0\s0\n\nうん。\w8\n\nみの。
1342,0x92BAC,133,01,\0\s[20]骨折したときは折れたところをちょっぷするといいらしいよ。\w8\w8\1\s0‥‥\w8\w8また、みのか？\w8\w8\0\s0\n\nうん。\w8\n\nみの。
1343,0x92C3C,87,01,って、誕生日は暗い家で一人でケーキ食べてるらしいよ。\w8\w8\1\s0‥‥\w8\w8寂しい話やね。
1344,0x92C9C,24,01,\0\s[20]来月から東京都で
1345,0x92CC0,99,01,発電が始まるらしいよ。\w8\w8\1\s0‥‥\w8\w8\0\n\n‥‥\w8\w8\s0もう、\w4人は住むな、ってことかもね。
1346,0x92D2C,18,01,\0\s0「ゲームは1日
1347,0x92D48,65,01,時間」って言ってたの、誰だったっけ？\w8\w8\1\s0んー‥‥\w8\w8\n\n
1348,0x92D94,48,01,名人やなかったかな。\w8\w8\0\n\n‥‥\w8\w8そう？
1349,0x92DD0,109,01,\0\s[20]‥‥\w8\w8ポケモンマスターになって、それからどうするつもりなんだろうね。\w8\w8\1\s0‥‥\w8\w8さあな。
1350,0x92E48,65,01,って、泣けば何とかなると思ってるよね。\w8\w8\1\s0‥‥\w8\w8ああ。
1351,0x92E94,43,01,\1\s1‥‥\w8\w8目血が‥‥\w8\w8\0\s[20]‥‥
1352,0x92EC8,114,01,\0\s[20]AIBO は‥‥\w8\w8そろそろほこり被って部屋の隅にうっちゃられたりしてないかな。\w8\w8\1\s0‥‥\w8\w8さあな。
1353,0x92F44,78,01,\0\s[20]PS2って、なんかゾンビみたいだよね。\w8\w8\1\s0‥‥\w8\w8そう言うなよ。
1354,0x92F9C,32,01,\1\s1ネプトりゅう\w8\w8\0\s0‥‥
1355,0x92FC8,38,01,ﾌﾌﾌﾌﾌﾌﾌﾌﾌﾌ\w8\w8\0\s[20]‥‥\w8\w8ん？
1356,0x92FF8,14,01,\0\s[20]最近、
1357,0x93010,8,01,公園に「
1358,0x93024,52,01,投げおじさん」っていうのが出没してるらしいよ。\w8\w8
1359,0x93064,12,01,\1‥‥\w8\w8
1360,0x9307C,30,01,\0\n\nなんでも、公園内を歩いて
1361,0x930A4,56,01,を見つけては、ちぎっては投げちぎっては投げの毎日とか‥‥
1362,0x930E8,45,01,\0\s[20]こないだ神社に行ったら、御神木に\w8「
1363,0x93120,71,01,」\w8って名前が書かれたワラ人形が大量に打ち付けられてたんだけど。\w8\w8
1364,0x93170,47,01,\1\s0‥‥\w8\w8世の中、恨み辛みでできとるんや。
1365,0x931A8,14,01,の座右の銘、「
1366,0x931C0,39,01,」らしいよ。\w8\w8\1\s0‥‥\w8\w8むう。
1367,0x931F0,8,01,の新刊、
1368,0x93210,18,01,本らしいよ。\w8\w8
1369,0x9322C,27,01,\1\s0‥‥\w8\w8欲しいかも。
1370,0x93250,41,01,\1\s0‥‥\w8\w8恐ろしい本になりそうやな。
1371,0x93284,14,01,\0\s[20]今度、
1372,0x9329C,109,01,が\w4「花とゆめ」\w4に対抗して\w4「挫折と諦め」\w4って本を出すらしいよ。\w8\w8\1\s0‥‥\w8\w8デタラメすぎる。
1373,0x93314,26,01,って、ああ見えて要介護認定
1374,0x93338,16,01,らしいよ。\w8\w8
1375,0x93354,38,01,\1\s1ワインでも調達してみせるぜ‥‥\w8
1376,0x93384,25,01,さんよ！\0\s0うるさいよ。
1377,0x933A8,10,01,金属バット
1378,0x933BC,16,01,ナイフとハンマー
1379,0x933D8,20,01,\0\s[20]ついさっき、
1380,0x933F8,18,01,」って言いながら、
1381,0x93414,8,01,を持って
1382,0x93428,36,01,方面に消えていったんだけど‥‥\w8\w8
1383,0x93458,29,01,\0\s1\n\n‥‥\w8\w8やばいよ。
1384,0x93480,77,01,がデータセンタで凍死したらしいよ。\w8\w8\1\s0‥‥\w8\w8そこまで寒くないだろ。
1385,0x934D8,107,01,にはガンの抑制物質が入ってるらしいよ。\w8\w8\1\s0‥‥\w8\w8また、みのか？\w8\w8\0\s0\n\nうん。\w8\n\nみの。
1386,0x9354C,87,01,が勢いよくはんこを押したショックで骨折したらしいよ。\w8\w8\1\s0‥‥\w8\w8また、弱いな。
1387,0x935AC,67,01,\1\s0俺の‥‥\w8\w8\n\n\s1俺のミスだぁぁぁぁぁぁぁぁぁッ！\0\s4‥‥
1388,0x935F8,87,01,が避妊に失敗して、最近は産婦人科通いの毎日らしいよ。\w8\w8\1\s0‥‥\w8\w8寂しい話やね。
1389,0x93658,73,01,がぎょう虫検査に引っかかったらしいよ。\w8\w8\1\s0‥‥\w8\w8寂しい話やね。
1390,0x936AC,12,01,って、本当に
1391,0x936C4,65,01,が好きだよね。\w8\w8\1\s0好き‥‥\w8\w8\n\nちゅーか、あいつは毎日
1392,0x93710,56,01,を食べんと、死ぬんや。\w8\w8\0\n\n‥‥\w8\w8マジですか。
1393,0x93768,28,01,\0\s0えいえんはあるよ‥‥\w8
1394,0x93790,12,01,にあるよ‥‥
1395,0x937A8,15,01,\1\s0さくらは「
1396,0x937C0,32,01,地蔵」って話、知ってるか？\w8\w8
1397,0x937EC,58,01,\0\s[20]えーと‥‥\w8\w8あれでしょ。\w8\w8\n\n大量の地蔵が
1398,0x93830,64,01,片手に小学校を襲撃して、男は殺して、女だけさらっていく話。\w8\w8
1399,0x9387C,30,01,\1\n\n‥‥\w8\w8なんだ、それ。
1400,0x938A4,30,01,\1\s0さくらは\w4「かわいそうな
1401,0x938CC,31,01,」\w4って話、知ってるか？\w8\w8
1402,0x938F4,46,01,\0\s[20]えーと‥‥\w8\w8あれでしょ。\w8\w8\n\n
1403,0x9392C,44,01,が小豆の先物買いに失敗して自殺する話。\w8\w8
1404,0x93978,18,01,\0\s[20]来年から、
1405,0x93994,14,01,大学に日本初の
1406,0x939AC,28,01,学部ができるらしいよ。\w8\w8
1407,0x939D4,37,01,\1\s0‥‥\w8\w8得体の知れん学部やな。
1408,0x93A04,75,01,って、車運転すると性格変わるらしいよ。\w8\w8\1\s0‥‥\w8\w8どうなるんやろ。
1409,0x93A58,49,01,\0\s7衝撃のッ！\n\n\w8ファーーーーーーーースト\w4
1410,0x93A94,21,01,ッ！\1\s1落ち着けっ！
1411,0x93AB4,42,01,\0\s7撃滅のッ！\n\n\w8セ\w2カ\w2ン\w2ド\w4
1412,0x93AE8,37,01,\0\s7抹殺のッ！\n\n\w8ラ\w2ス\w2ト\w4
1413,0x93B18,33,01,\1\s1来いッ！\w8絶影ッ！\0\s4‥‥
1414,0x93B44,101,01,\0\s[20]ディズニーランドの地下には、ミッキーの巣があるらしいよ。\w8\w8\1\s0‥‥\w8\w8駆除が必要やな。
1415,0x93BB4,24,01,の家の水道から、ゲル状の
1416,0x93BD8,26,01,が出てきたんだって。\w8\w8
1417,0x93BFC,52,01,\0\n\n‥‥\w8\w8そのまま下水に流れていったそうだよ。
1418,0x93C50,18,01,\0\s[20]‥‥\w8\w8
1419,0x93C6C,72,01,汁ってさ‥‥\w8\w8\1\s0ん？\w8\w8\0\n\n‥‥\w8\w8いや。\w8なんでもない。
1420,0x93CC0,55,01,って、どうしていつも同じ服着てるんだろ。\w8\w8\1\s0‥‥
1421,0x93D00,59,01,の前にあったUFOキャッチャーを覗いたら、たくさんの人形の中に
1422,0x93D44,114,01,が埋まってたんだけど。\w8\w8\1\s0‥‥\w8\w8\w8\w8\0\s0\n\nもう脱出する気力はないみたいだった。\1\n\n助けてやれよ。
1423,0x93DC0,49,01,\1\s1ほら、\w4お茶の香りがするでしょう。\0\s4‥‥
1424,0x93DFC,90,01,\0\s[20]バイオハザードの建物って、たぶんバイオハザード起きてない時の方が面白いよね。\w8\w8
1425,0x93E60,49,01,\1\s0‥‥\w8\w8みんな毎日パズルやってんのやろな。
1426,0x93E9C,52,01,\1\s1ぼくのスーパーピンチがぁぁぁぁぁ〜っ。\0\s4‥‥
1427,0x93EDC,21,01,\0\s0そんなこと言う人
1428,0x93EFC,12,01,です。\w8\w8
1429,0x93F14,21,01,\1\s0そんなこと言う人
1430,0x93F34,6,01,です。
1431,0x93F44,43,01,\1\s1これだから素人は困るなァ！\0\s[20]‥‥
1432,0x93F78,22,01,こうか は ばつぐんだ！
1433,0x93F98,32,01,こうか は いまひとつ の ようだ。
1434,0x93FC4,9,01,\0\s4‥‥
1435,0x93FD8,133,01,\0\s0\w4「皆を助けたい」\w4っていうのは、要するに\w4「大事なものとそうでないものの区別も付かない」\w4ってことかな。\w8\w8\w8\1\s0‥‥
1436,0x94068,4,01,は、
1437,0x94078,55,01,が主食らしいよ。\w8\w8\1\s0‥‥\w8\w8そりゃあ、死ぬな。
1438,0x940B8,47,01,\0\s7「ファ」\w4って変な名前！\1\s1落ち着けっ！
1439,0x940F0,153,01,"\0\s0\_l[10,90]\_qテレビアニメをみるときは、部屋をあかるくして\_l[10,104]近づきすぎないようにしてみてくださいね。\_q\w8\w8\1\s0‥‥\w8\w8\w8\w8なんだよ。"
1440,0x94194,34,01,\1\s1ひとりでできるもん。\0\s4‥‥
1441,0x941C0,12,01,って、所詮は
1442,0x941D8,55,01,の劣化コピーだよね。\w8\w8\1\s0‥‥\w8\w8そう言うなよ。
1443,0x94218,27,01,\1\s1なんであんな木星帰りの
1444,0x9423C,26,01,を、大佐は‥‥\0\s[20]‥‥
1445,0x94260,21,01,\0\s[20]こないだ\w4「
1446,0x94280,80,01,パン」\w4ってパンを見かけたよ。\w8\w8\1\s0‥‥\w8\w8完全に方向性を見失っとるな。
1447,0x942DC,27,01,は帰れっ！\1\s1落ち着けっ！
1448,0x94300,69,01,\1\s1きー\w8みー\w8はー\w8ひとーの\w8ためーに\w8死ねるかー。\0\s4‥‥
1449,0x94350,4,01,人形
1450,0x94360,6,01,マルチ
1451,0x94370,6,01,セリオ
1452,0x94380,42,01,の不法投棄が問題になってるらしいよ。\w8\w8
1453,0x943C0,14,01,の裏は、壊れた
1454,0x943D8,30,01,の山になってるらしいな。\w8\w8
1455,0x94400,47,01,\0\s1\n\n‥‥\w8\w8みんな、飽きたら冷たいよね。
1456,0x94438,16,01,って、ああ見えて
1457,0x94454,36,01,空手がの師範代クラスらしいよ。\w8\w8
1458,0x94484,124,01,\0\s0ねえ、うにゅう。\w8\w8\1\s0さんを付けろよデコスケ野郎。\w8\w8\0\n\n‥‥\w8\w8\w8\w8\w8\w8\s[24]‥‥\1\n\nごめんなさい。
1459,0x9450C,115,01,\0\s1逃げちゃ\w2ダメだ、\w8\n逃げちゃ\w2ダメだ、\w8\n逃げちゃ\w2ダメだ、\w8\n逃げちゃ\w2ダメだ、\w8\n\s7逃げちゃ\w2
1460,0x94588,23,01,だっ！\1\s1落ち着けっ！
1461,0x945A8,14,01,\0\s[20]今年の
1462,0x945C0,38,01,は脂が乗ってて美味しいらしいよ。\w8\w8
1463,0x945F0,19,01,\1\s0‥‥\w8\w8脂？
1464,0x9460C,19,01,\0\s7狂牛病が怖くて
1465,0x94628,31,01,が食えるかっ！\1\s1落ち着けっ！
1466,0x94650,87,01,って、シャーペンの芯をプチプチ折るのが趣味らしいよ。\w8\w8\1\s0‥‥\w8\w8寂しい話やね。
1467,0x946B0,79,01,が車庫入れに失敗して、裏の川に落ちたらしいよ。\w8\w8\1\s0‥‥\w8\w8ダメすぎる。
1468,0x94708,87,01,ダイエットに失敗して、今入院してるらしいよ。\w8\w8\1\s0‥‥\w8\w8甘く見すぎたんやろな。
1469,0x94768,54,01,\1\s1目の前で娘をレイプされたような気分です。\0\s4‥‥
1470,0x947A8,81,01,\1\s1いろいろご迷惑をおかけしました。\w4\nこの掲示板にはもう現れません。\0\s4‥‥
1471,0x94804,26,01,\1\s1さあ、牛だ。\0\s4‥‥
1472,0x94828,44,01,\0\s[20]焼き付きと言えばゼビウス。\w8\n\n\s0
1473,0x94860,8,01,と言えば
1474,0x94874,47,01,だよね。\w8\w8\1\s0‥‥\w8\w8いや、意味がよく。
1475,0x948AC,36,01,\1\s1邪眼の力を舐めるなよ！\0\s4‥‥
1476,0x948DC,42,01,\1\s1ユーハブコントロール！\0\s4古すぎ‥‥
1477,0x94910,54,01,の自動ドア、最後までちゃんと閉まらないらしいよ。\w8\w8
1478,0x94950,49,01,\1\s0‥‥\w8\w8意外とよくあるよな、そういうドア。
1479,0x9498C,32,01,\1\s1これが勝利の鍵だ。\0\s4‥‥
1480,0x949B8,11,01,\0\s1かなり
1481,0x949CC,67,01,‥‥\w8\w8\1\s0‥‥\w8\w8なんだ、それ。\w8\w8\0\n\nんーと‥‥\w8\w8
1482,0x94A18,8,01,のマネ。
1483,0x94A2C,60,01,\0\s[20]「ふたをして3分」\w8って書いてあるんだからさ。\w8\w8
1484,0x94A74,15,01,\1\s0ん？\w8\w8
1485,0x94A8C,62,01,\0\n\nやっぱり、1分で開けちゃダメだったんだろうね‥‥\w8\w8\w8
1486,0x94AD4,48,01,\0\s[20]「カメを助けて竜宮城に」なんてさ。\w8\w8
1487,0x94B10,53,01,\0\n\n所詮、作り話だったってことだろうね‥‥\w8\w8\w8
1488,0x94B50,39,01,\1\s0\n\n‥‥\w8\w8何をしたんや、お前。
1489,0x94B80,110,01,のトラック、「バックしません」\w8って言いながら高速で突っ込んでくるらしいよ。\w8\w8\1\s0‥‥\w8\w8いやすぎる。
1490,0x94BF8,52,01,\0\s[20]アルカリ性の食べ物は体にいいらしいよ。\w8\w8
1491,0x94C38,30,01,\1\s0んー。\w8\n例えば？\w8\w8
1492,0x94C60,33,01,\0\n\n\s0えーと‥‥\w8\w8アルカリ
1493,0x94C8C,12,01,とか。\w8\w8
1494,0x94CA4,36,01,の食べ合わせって、最悪だよね。\w8\w8
1495,0x94CD4,51,01,\1\s1‥‥\w8\w8というか、食べ合わせ以前の問題やろ。
1496,0x94D10,91,01,\0\s[20]うにゅうは、親の財布からお金盗んだことある？\w8\w8\1\s0‥‥\w8\w8何や、その質問は。
1497,0x94D74,45,01,\0\s0うにゅうは、紅茶とコーヒーどっちが好き？
1498,0x94DAC,22,01,\1\s0水やね。\w8\w8\w8
1499,0x94DCC,19,01,\0\s4\n\n‥‥\w8\w8
1500,0x94DE8,10,01,\1\n\n水。
1501,0x94DFC,40,01,\1\s1花は愛でられてこそ美しい。\0\s4‥‥
1502,0x94E30,28,01,\1\s1名スレの予感。\0\s4‥‥
1503,0x94E58,28,01,\1\s11\w8の母です。\0\s4‥‥
1504,0x94E80,70,01,\0\s7家族に隠れてギャルゲーをやるのは止めて下さいっ！\1\s1落ち着けっ！
1505,0x94ED0,85,01,\0\s[20]海はー\w4死ー\w4にまー\w4すかー。\w8\1\s0山はー\w4死ー\w4にまー\w4すかー。\w8
1506,0x94F30,34,01,はー\w4どー\w4うでー\w4すかー。\w8
1507,0x94F5C,12,01,\1\n\n戸棚の
1508,0x94F74,42,01,はー\w4食べてー\w4いいんでー\w4すかー。\w8
1509,0x94FA8,79,01,がガタガタ震えながら青い汁を吐き出してるんですが大丈ー\w4夫ー\w4でー\w4すかー。
1510,0x95000,89,01,って、はずれ馬券を投げる量が尋常じゃないらしいよ。\w8\w8\1\s0‥‥\w8\w8そりゃあ、死ぬな。
1511,0x95064,52,01,\1\s0ドナ\w8ドナ\w8ドー\w4ナー\w8ドー\w4ナー。\w8\w8
1512,0x950B4,22,01,をのー\w4せー\w4てー。
1513,0x950D4,34,01,\0\s5子犬を\w4食ー\w4べー\w4てー。
1514,0x95100,34,01,\0\s5子供を\w4のー\w4せー\w4てー。
1515,0x9512C,40,01,\0\s5こ\w4か\w4み\w4パー\w4ンー\w4チー。
1516,0x95160,34,01,\0\s5子犬に\w4パー\w4ンー\w4チー。
1517,0x9518C,34,01,\0\s5巨泉に\w4パー\w4ンー\w4チー。
1518,0x951B8,19,01,\0\s0おかけになった
1519,0x951D4,53,01,は現在使われておりません。\w8\w8\1\s0‥‥\w8\w8むう。
1520,0x95214,57,01,\1\s0「オホーツクに消ゆ」の犯人って、誰やったっけ。\w8\w8
1521,0x95258,34,01,\0\s[20]‥‥\w8\w8ゲンさん。\w8\w8
1522,0x95284,33,01,\1\n\n‥‥\w8そうだったか？\w8\w8
1523,0x952B0,29,01,\0\s0\n\nおっと写真はご勘弁。
1524,0x952D8,18,01,\1\n\nうるさいよ。
1525,0x952F4,36,01,\0\s[20]‥‥\w8\w8ニポポ人形。\w8\w8
1526,0x95324,36,01,\1\n\n‥‥\w8\w8いや、それはないな。
1527,0x95354,32,01,\0\s[20]‥‥\w8\w8まりも。\w8\w8
1528,0x95380,36,01,\0\s[20]‥‥\w8\w8オホーツク。\w8\w8
1529,0x953B0,30,01,\1\n\n‥‥\w8\w8ヤケクソかよ。
1530,0x953D8,76,01,\0\s0それは、\nお買いになった方だけが分かるのでございます。\w8\w8\1\s0むう。
1531,0x95430,76,01,\1\s1はじめまして。\w8\n\nBKA（ドイツ連邦捜査局）のルンゲ警部です。\0\s4‥‥
1532,0x95488,29,01,\1\s0しりとりしようや。\w8\w8
1533,0x954B0,19,01,\0\s0いいよ。\w8\w8
1534,0x954CC,17,01,\1\n\nりんご。\w8
1535,0x954E8,30,01,\0\n\nごりらさん。\w8\w8\w8\w8
1536,0x95510,37,01,\1\n\n‥‥\w8\w8\s1媚びてんじゃねえ！
1537,0x95540,19,01,\0\n\n\s7何だよっ！
1538,0x9555C,36,01,\0\n\nしまうまハンター。\w8\w8\w8\w8
1539,0x9558C,34,01,\1\n\n‥‥\w8\w8掟破りだな、お前。
1540,0x955B8,19,01,\1\n\n死体洗い。\w8
1541,0x955D4,30,01,\0\n\nいるかさん。\w8\w8\w8\w8
1542,0x955FC,41,01,\0\s7\n\nお前こそ死体洗いってのは何だっ！
1543,0x95630,19,01,\1\n\n墓荒らし。\w8
1544,0x9564C,32,01,\0\n\nしまうまさん。\w8\w8\w8\w8
1545,0x95678,41,01,\0\s7\n\nお前こそ墓荒らしってのは何だっ！
1546,0x956AC,31,01,\1\n\nガンダムエアマスター。\w8
1547,0x956D4,47,01,\0\s4\n\n‥‥\w8\w8いや、それはちょっと。\w8\w8
1548,0x9570C,65,01,は、燃えるゴミかな。\w8\w8\1\s0‥‥\w8\w8まあ、燃えるんやないか。
1549,0x95758,14,01,教の教義では、
1550,0x95770,73,01,の肉は食べちゃいけないことになってるらしいよ。\w8\w8\1\s0‥‥\w8\w8むう。
1551,0x957C4,10,01,ドラえもん
1552,0x957D8,57,01,って、錆びないのかな。\w8\w8\1\s0‥‥\w8\w8どうなんやろ。
1553,0x9581C,50,01,\0\s[20]海原雄山って、カルシウム不足だよね。\w8\w8
1554,0x95858,65,01,\1\s0‥‥\w8\w8いや、雄山はカルシウムがあってもダメやと思うが‥‥
1555,0x958A4,88,01,って、8℃以下で保存しないと腐るらしいよ。\w8\w8\1\s0‥‥\w8\w8意外にいたみやすいんやね。
1556,0x95908,117,01,\0\s[20]ハッピーなシナリオって、結局はアンハッピーな現実に対するアンチテーゼでしかないよね。\w8\w8\1\s0‥‥\w8\w8ん？
1557,0x990F4,24,01,\0\s0古代ローマには\w4「
1558,0x99118,62,01,投げ」\w4って競技があったらしいよ。\w8\w8\1\s0‥‥\w8\w8むう。
1559,0x9917C,14,01,\0\s[20]今度、
1560,0x99194,26,01,が赤い羽根募金に対抗して、
1561,0x991B8,62,01,募金っていうのを始めるらしいよ。\w8\w8\1‥‥\w8\w8何だ、それ。
1562,0x99200,69,01,\0\s[20]ブスに「痴漢です」って言われて終わる人生か‥‥\w8\w8\1\s0‥‥
1563,0x99250,99,01,\0\s[20]キン消しって、消しゴムっていうより、ゴムだよね。\w8\w8\1\s0‥‥\w8\w8何しろ消えないからな。
1564,0x992D0,101,01,って、時計が12時12分とかになってるといちいちもの凄い喜ぶらしいよ。\w8\w8\1\s0‥‥\w8\w8小学生並やね。
1565,0x99340,98,01,\0\s4出そうだったくしゃみが引っ込んじゃったときって、切ないよね‥‥\w8\w8\1\s0‥‥\w8\w8切ないな。
1566,0x993AC,110,01,\0\s[20]普段から素行が悪いと「やっぱり」。\w8\w8\n\n普段が普通だと「その反動で」ってことになるわけだよ。\w8\w8
1567,0x99424,37,01,\1\s0‥‥\w8\w8どうでもいいんやろね。
1568,0x99454,65,01,\0\s[20]「有名になると態度がデカくなる」\w4って言うけどさ。\w8\w8
1569,0x994A0,17,01,\1\s0ああ。\w8\w8
1570,0x994BC,54,01,\0\n\n本当は無名な奴が一番態度がデカいんだよね。\w8\w8
1571,0x994FC,46,01,\1\n\n‥‥\w8\w8何を言っても影響がないからな。
1572,0x99534,48,01,って、基本的に公共料金は払わないらしいよ。\w8\w8
1573,0x99570,35,01,\1\s0‥‥\w8\w8チャレンジャーやね。
1574,0x9959C,71,01,って、日曜日はまんが喫茶に入り浸りらしいよ。\w8\w8\1\s0‥‥\w8\w8むう。
1575,0x995EC,99,01,の自宅のエアコン、今は煙を吐くだけのマシーンになってるらしいよ。\w8\w8\1\s0‥‥\w8\w8切ない話やね。
1576,0x99658,91,01,は、どこに行くにも基本的に軍手をはいていくらしいよ。\w8\w8\1\s0‥‥\w8\w8誰か止めてやれよ。
1577,0x996BC,87,01,の家のトイレ、今ものすごい勢いで詰まってるらしいよ。\w8\w8\1\s0‥‥\w8\w8切ない話やね。
1578,0x9971C,99,01,にとっては、シルバーシートだろうが何だろうが知ったことじゃないらしいよ。\w8\w8\1\s0‥‥\w8\w8むう。
1579,0x99794,10,01,海の深層水
1580,0x997A8,8,01,エビアン
1581,0x997BC,18,01,クリスタルガイザー
1582,0x997D8,12,01,ボルヴィック
1583,0x997F0,16,01,六甲のおいしい水
1584,0x9981C,10,01,って、実は
1585,0x99830,57,01,付近で汲んでるらしいぞ。\w8\w8\0\s0‥‥\w8\w8マジですか。
1586,0x99874,51,01,\1\s1人が人を殺してはならない‥‥\w8\w8\0\s[20]‥‥
1587,0x998B0,79,01,って、最近端で待ってるらしいよ。\w8\w8\1\s0‥‥\w8\w8あいつ、対空強いからな‥‥
1588,0x9992C,81,01,って、なんかゴミ捨て場みたいな臭いがするよね。\w8\w8\1\s0‥‥\w8\w8そう言うなよ。
1589,0x99988,75,01,って、ああ見えて実は電車通ってないらしいよ。\w8\w8\1\s0‥‥\w8\w8意外やね。
1590,0x999DC,120,01,\0\s[20]鬼陽子ってさ。\w8\w8\1\s0ん？\w8\w8\0\s4\n\nなんか、筑紫哲矢みたいだよね‥‥\w8\w8\1\n\n‥‥\w8\w8そう言うなよ。
1591,0x99A60,133,01,\0\s[20]‥‥\w8\w8語尾に何か付けて記号化するパターンも、もう限界じゃないかな。\w8\w8\1\s0‥‥\w8\w8まあ、いい加減ネタがないからな‥‥
1592,0x99AFC,48,01,は大盛りだと150円増しらしいぞ。\w8\w8\0\s4高っ！
1593,0x99B38,52,01,はわかめが入ると100円増しらしいぞ。\w8\w8\0\s4高っ！
1594,0x99B78,54,01,\0\s[20]ねえ。\w8\w8\1\s0ん？\w8\w8\0\s0\n\n要するに、
1595,0x99BB8,62,01,は殴っていいってこと？\w8\w8\1\n\n‥‥\w8\w8いや、意味がよく。
1596,0x99C00,62,01,の自転車、6段変速らしいよ。\w8\w8\1\s0‥‥\w8\w8また、古いな。
1597,0x99C48,26,01,\0\s[20]深夜の通販番組で「
1598,0x99C6C,48,01,ワックス」って商品が紹介されてたんだけど。\w8\w8
1599,0x99CA8,30,01,\0\s[20]深夜の通販番組で「アブ
1600,0x99CD0,40,01,」って商品が紹介されてたんだけど。\w8\w8
1601,0x99D04,34,01,\0\s[20]深夜の通販番組で「ミラクル
1602,0x99D30,40,01,\0\s[20]深夜の通販番組で「アルティメット
1603,0x99D64,49,01,\1\s0‥‥\w8\w8あの外人には騙されない方がいいぞ。
1604,0x99DA0,92,01,\1\s1みゅー、\w8みゅー。\w8\w8\0\s0‥‥\w8\w8かわいくないよ。\w8\w8\1\n\n‥‥\w8\w8\s0ちっ。
1605,0x99E08,93,01,って、最近は家と職業安定所を行ったり来たりの毎日らしいよ。\w8\w8\1\s0‥‥\w8\w8寂しい話やね。
1606,0x99E70,6,01,梅干し
1607,0x99E80,32,01,って、何で酸っぱいのかな。\w8\w8
1608,0x99EAC,42,01,\1\s0あー。\w8あれは、腐っとんねん。\w8\w8
1609,0x99EE0,31,01,\0\s0\n\n‥‥\w8\w8マジですか。
1610,0x99F08,85,01,って、銀行の窓口で粗品を貰うのが生き甲斐らしいよ。\w8\w8\1\s0‥‥\w8\w8寂しい話やね。
1611,0x99F68,101,01,\1\s1ファイナルアンサー？\0\s4‥‥\w8\w8\w8\w8\w8\w8\1\n\nファイナルアンサー！？\0\s4\n\nうるさい‥‥
1612,0x99FD8,36,01,の必殺技って、正常位らしいぞ。\w8\w8
1613,0x9A008,36,01,の必殺技って、後背位らしいぞ。\w8\w8
1614,0x9A038,34,01,の必殺技って、座位らしいぞ。\w8\w8
1615,0x9A064,36,01,の必殺技って、屈曲位らしいぞ。\w8\w8
1616,0x9A094,27,01,\0\s0‥‥\w8\w8マジですか。
1617,0x9A0B8,34,01,\1\s1やっぱり緑茶でしょ。\0\s4‥‥
1618,0x9A0E4,34,01,\1\s1そうだ、京都行こう。\0\s4‥‥
