Region,Offset,Outer,Inner,KeyLen,Text
1,0x2B088,22,1,7,"观铃,栞"
1,0x2B09C,30,2,14,忘记一切
1,0x2B0C8,26,1,9,"真琴,观铃"
1,0x2B0E0,26,2,8,认生
1,0x2B108,22,1,4,真琴
1,0x2B11C,22,2,6,眼镜
1,0x2B144,30,1,13,"木林,瑞穗"
1,0x2B160,22,2,4,破产
1,0x2B184,26,1,9,"世嘉,雪印"
1,0x2B19C,22,2,4,胁迫
1,0x2B1C4,30,1,13,"大桥巨泉,秋子"
1,0x2B1E0,26,2,10,视频拍摄
1,0x2B20C,22,1,4,知世
1,0x2B220,22,2,4,煽动
1,0x2B248,22,1,4,厨房
1,0x2B25C,26,2,10,视频拍摄
1,0x2D914,31,1,13,"知世,电影少女"
1,0x2D930,34,2,16,超频
1,0x2D964,26,2,10,无免许运转
1,0x2D990,26,1,8,松坂君
1,0x2D9A8,26,2,8,可恨
1,0x2D9D0,66,1,51,"胖子,丑女,-,科乐美,-,高桥克典,织田裕二,国府田麻理子"
1,0x2DA10,22,2,4,交配
1,0x2DA34,30,2,12,消波块
1,0x2DA60,34,2,18,黑板擦清洁器
1,0x2DA90,22,2,4,南极
1,0x2DAB4,22,2,6,神户牛
1,0x2DADC,22,2,4,窄
1,0x2DB00,26,1,10,小学生的阴道
1,0x2DB18,50,2,34,想当声优的普通宅女
1,0x2DB58,30,2,14,幼女全裸尸体
1,0x30290,110,1,92,"恋童癖,小学生,中学生,樱,知世,利佳,幼女全裸尸体,附着在衣服上的体液,从体内检测出的体液"
1,0x302FC,34,2,18,附着在衣服上的体液
1,0x3032C,74,1,56,"幼女全裸尸体,附着在衣服上的体液,从体内检测出的体液"
1,0x30374,38,2,22,从体内检测出的体液
1,0x303A8,110,1,92,"恋童癖,小学生,中学生,樱,知世,利佳,幼女全裸尸体,附着在衣服上的体液,从体内检测出的体液"
1,0x30414,38,2,22,快输给寂寞了而住院
1,0x30448,66,2,48,把长音符号打成「－」而不是「ー」的新手
1,0x30498,22,1,6,烦人
1,0x304AC,42,2,24,也有从接吻开始的奇迹对吧
1,0x304E4,46,1,29,"钢铁天使,胡桃,沙纪,卡琳卡"
1,0x30510,58,2,40,也有从接吻开始的奇迹对吧
1,0x30558,46,1,29,"钢铁天使,胡桃,沙纪,卡琳卡"
1,0x30584,34,2,16,眼神悲伤的狗
1,0x305B4,30,2,14,死小白的想法
1,0x305E0,22,1,4,厨房
1,0x305F4,34,2,16,天空之城拉普达
1,0x30624,22,1,6,飞行石
1,0x30638,26,2,8,新东京
1,0x32DEC,39,2,20,体内时钟都市Orloj
1,0x32E20,30,2,12,小学生的阴道口
1,0x32E4C,46,1,30,"恋童癖,小学生,中学生,樱,知世"
1,0x32E78,38,2,20,未成年人绑架监禁致伤
1,0x32EB0,22,1,4,恋童
1,0x32EC4,26,2,10,政府的阴谋
1,0x32EF0,26,2,10,Makopi语
1,0x32F18,22,1,4,真琴
1,0x32F2C,130,2,114,动画声优广播节目中有一个听众来信问道「24小时营业的便利店为什么会有卷帘门呢？」
1,0x32FBC,42,2,26,分不清全角＃和半角#的区别
1,0x32FF4,38,2,20,真新镇的小智
1,0x33028,26,1,10,皮卡丘
1,0x33040,30,2,12,蓝瑟EVO军团
1,0x3306C,42,1,26,偏时点火系统
1,0x33094,26,2,10,第17装甲板
1,0x330BC,62,2,47,the end of genesis T.M.R evolution turbo type D
1,0x35914,31,2,12,冲撞游行队
1,0x35940,38,2,22,偷偷发送用户信息
1,0x35978,46,1,28,"微软,科乐美,烦人"
1,0x359A4,38,2,23,领奶奶的养老金
1,0x359D8,38,2,20,妹妹房间的偷拍视频
1,0x35A0C,58,2,40,聪明、漂亮、温柔，却只是配角的
1,0x35A54,58,2,40,把Mukku和Gachapin合成变成Muchapin
1,0x35A9C,34,2,18,被科乐美起诉
1,0x35ACC,42,2,26,观赏妹妹房间的偷拍视频
1,0x35B04,38,2,20,代课教师秋叶真剑
1,0x35B38,30,2,14,什么都注册商标
1,0x35B64,30,1,13,"科乐美,烦人"
1,0x35B80,74,2,56,把巨人的胜利当作自己的胜利的没出息男人
1,0x38464,62,2,46,巨人队输了就会心情不好的一无是处的男人
1,0x384B0,30,2,12,红羽毛募捐
1,0x384E0,46,2,30,前职棒选手的解说员谈棒球论
1,0x3851C,58,2,40,花了70亿做的垃圾游戏「莎木」
1,0x38564,26,1,11,"世嘉,铃木裕"
1,0x3857C,42,2,24,花70亿做个垃圾游戏
1,0x385B4,26,1,11,"世嘉,铃木裕"
1,0x385CC,58,2,42,对女高中生的笨蛋拖鞋低空飞踢
1,0x38614,34,2,16,插入小学生的阴道
1,0x38648,42,1,25,"樱,知世,利佳,-,小学生"
1,0x38670,30,2,14,在Comiket卖货
1,0x3869C,26,2,10,绿发机器耳
1,0x386C4,22,1,6,多重
1,0x386D8,46,2,30,用半角假名和机种依存文字发帖
1,0x38718,22,1,4,厨房
1,0x3B038,47,2,30,为了个美少女游戏发售就通宵排队
1,0x3B074,22,1,4,厨房
1,0x3B088,34,2,16,有舞茸味的兔子
1,0x3B0B8,50,2,32,容易感冒的有舞茸味的兔子
1,0x3B0F8,38,2,20,像魔人布欧一样的女友
1,0x3B12C,30,2,14,向爱知县警告密
1,0x3B15C,38,2,22,打断2～3根颈骨
1,0x3B194,62,2,46,把京都大文字烧的右上角点着火变成犬文字烧
1,0x3B1E0,50,2,32,第二次性征期之前的刚发育的胸
1,0x3B220,34,2,16,寻找奇怪的果汁
1,0x3B250,22,1,4,观铃
1,0x3B264,38,2,20,向国县索赔
1,0x3B298,38,2,22,掀翻矮桌
1,0x3DC58,27,1,8,海原雄山
1,0x3DC70,38,2,20,觉醒杀意的波动
1,0x3DCA4,26,1,9,"秋子,佳乃"
1,0x3DCBC,38,2,20,洗尸体的兼职
1,0x3DCF0,46,2,30,把路人咔嚓咔嚓砍倒
1,0x3DD30,18,1,2,舞
1,0x3DD40,26,2,8,串起来
1,0x3DD68,22,1,4,厨房
1,0x3DD7C,34,2,18,金字塔建筑商
1,0x3DDAC,42,2,26,不知道反省自己
1,0x3DDE4,26,1,8,饭野贤治
1,0x3DDFC,34,2,16,引发癫痫
1,0x3DE2C,50,1,33,"皮卡丘,多边形,十万伏特"
1,0x3DE5C,26,2,10,放射线被曝
1,0x3DE84,30,2,13,检测到MOD芯片
1,0x3DEB0,26,2,10,挂科
1,0x3DED8,38,2,22,契约之元樱命令
1,0x4091C,30,2,14,反射加倍奉还
1,0x4094C,34,2,16,随时加速
1,0x4097C,38,2,22,下跪道歉
1,0x409B4,26,2,10,直接写Tab
1,0x409E0,30,2,14,展示虚假知识
1,0x40A10,26,1,8,山崎君
1,0x40A28,26,2,9,0距离射击
1,0x40A54,46,1,28,法修·斯坦皮特
1,0x40A80,34,2,16,连按呼叫铃
1,0x40AB0,26,2,10,笑着杀人
1,0x40AD8,34,1,19,"雅史酱,大桥巨泉"
1,0x40AF8,26,2,10,革命世界
1,0x40B20,42,2,24,从第5第6区块进水
1,0x435E4,27,2,8,使徒来袭
1,0x4360C,34,2,16,展开AT力场
1,0x4363C,42,1,24,"碇真嗣,绫波丽,初号机"
1,0x43664,34,2,16,美好的Something
1,0x43694,34,2,18,在传说之树下告白
1,0x436C8,30,2,14,入侵科威特
1,0x436F4,34,2,18,写卖不出去的小说
1,0x43724,26,1,8,雾间诚一
1,0x4373C,34,2,16,尽全力努力
1,0x4376C,30,2,15,用Iria下2GB
1,0x43798,42,2,24,用触击打出本垒打
1,0x437D0,30,2,12,送枪手
1,0x43800,42,2,27,深夜0点倒计时贩卖
1,0x46344,27,2,10,切断韧带
1,0x4636C,46,2,30,不产生蛀牙原因的酸
1,0x463A8,38,2,20,不过夜的钱不攒
1,0x463DC,66,2,48,只有Jump才能读到鸟山明老师漫画的态度
1,0x4642C,34,2,18,德川埋藏金发掘失败
1,0x4645C,26,1,8,丝井重里
1,0x46474,38,2,22,在秋叶原卖盗版CD
1,0x464A8,30,2,14,往伤口上撒盐
1,0x464D4,26,2,8,用棍子打
1,0x46500,22,1,4,福留
1,0x46514,34,2,16,斜插卡带
1,0x46548,26,2,8,肺转移
1,0x46570,38,2,22,左涡轮机枪射击
1,0x46594,30,2,14,廉价正义感
1,0x465B0,38,2,20,没用的走光很多
1,0x465E4,30,1,15,"变态色狼,桂正和"
1,0x46600,30,2,12,处理腋毛
1,0x4662C,50,2,32,在事件场景中暴露画功低下
1,0x4666C,30,2,12,去码
1,0x46698,46,2,28,没什么意义地乱刷论坛
1,0x466D4,22,1,4,厨房
1,0x466E8,86,2,68,说着「不是洋式马桶我不要！」一边用锤子砸坏和式马桶
1,0x4674C,34,2,18,不可蹲防
1,0x4677C,38,2,20,非法入境缅甸
1,0x467B0,34,2,16,在彻子房间打架
1,0x49134,42,2,24,被拒绝近身束缚而大怒
1,0x49170,38,2,20,复制恋童视频
1,0x491A4,82,2,64,好不容易搞到手的恋童视频却是软核而大怒
1,0x49204,38,2,20,太过真实笑不出来
1,0x49238,30,2,14,进不到深处
1,0x49264,62,1,44,"小学生,小学生的阴道,无毛,飞机场,第二次性征前"
1,0x492A0,58,2,40,讲述体育会系教师特有的没有根据的精神论
1,0x492EC,38,2,20,以为哭了就行
1,0x49320,26,2,10,睡梦中吐了
1,0x49348,34,2,16,春天和夏天在一起
1,0x49378,30,2,12,瞳孔放大
1,0x4BFB0,43,2,26,挥舞廉价正义感
1,0x4EC88,35,2,16,袭击运钞车
1,0x4ECB8,42,2,24,和垃圾游戏捆绑销售
1,0x4ECF0,54,2,38,一出场就领盒饭的客串角色
1,0x4ED38,46,2,30,热情演唱Hello Sofmap World
1,0x4ED74,34,2,18,传说中的摇滚乐队
1,0x4EDA4,54,2,36,吃光系统资源后关闭
1,0x4EDE8,30,2,12,无萌点的垃圾
1,0x4EE18,46,2,30,改存档改flag
1,0x4EE54,42,2,24,被蛲虫检查查出来
1,0x4EE8C,42,2,24,养殖高级恶魔
1,0x4EEC4,26,2,10,在墓地摔倒
1,0x51BF8,34,2,19,电击系RPG小说的想法
1,0x51C2C,38,2,22,输给压力上吊
1,0x51C60,30,2,12,马·克贝的壶
1,0x51C8C,34,2,19,减色为8位色彩
1,0x51CBC,26,2,10,杀害猫咪
1,0x51CE4,46,2,30,提取皮肤位图
1,0x51D20,62,2,44,涌向Cut a dash把旁边展位的桌子砸烂
1,0x51D6C,46,2,30,抢购限定商品在YA转卖
1,0x51DA8,34,2,16,抱着抱枕自慰
1,0x51DD8,42,2,26,撞豆腐角死亡
1,0x54B9C,51,2,32,在燃烧的老家前呆立
1,0x54BDC,38,2,20,在燃烧的老家烤栗子
1,0x54C10,38,2,22,大象即死药
1,0x54C44,78,2,62,虽然会说「好吃」但完全不会出现「有趣」这个评价的歌丸梗
1,0x54CA4,90,2,75,因为5天没自慰就莫名觉得自己变得了不起的男人
1,0x54D0C,58,2,41,为了抠立绘而找Susie插件
1,0x54D54,26,2,10,牛奶抹布
1,0x54D7C,42,2,24,榎本加奈子的减肥方式态度
1,0x54DB4,26,2,9,3DO的发想
1,0x54DE0,46,2,30,超巨大彩色小鸡销售商森本
1,0x54E1C,54,2,36,把剩下的洗发水兑水用
1,0x57C6C,31,2,12,摔碎膝盖骨
1,0x57C98,46,2,28,北至北海道南至冲绳的想法
1,0x57CD8,50,2,33,在雅虎拍卖每分钟刷新高价
1,0x57D18,38,2,22,到处撒放射性物质
1,0x57D4C,30,1,14,"JCO,哆啦A梦"
1,0x57D68,82,2,66,请著名声优来却让人僵站着模仿角色的电视节目的想法
1,0x57DCC,58,2,42,为杰尼斯系偶像拼命的犯罪性丑女
1,0x57E18,30,2,14,包皮手术失败
1,0x57E44,50,2,32,被人说「丑女」就会大怒的丑女
1,0x57E88,30,2,12,烂掉的橘子
1,0x57EB8,70,2,54,以为把开衫围在脖子上就是业内人凭证的男人
1,0x57F10,54,2,39,魔卡少女樱第三部的氛围
1,0x5ADE0,62,2,46,指出对方的小错就以为自己赢了
1,0x5AE2C,70,2,54,指出对方的小错就以为自己赢了的男人
1,0x5AE84,26,2,10,切腹失败
1,0x5AEAC,46,2,30,踢丑女积攒能量
1,0x5AEE8,38,2,20,打扰野狗交配
1,0x5AF1C,30,2,12,荒川区民会馆
1,0x5AF48,26,2,10,避孕失败
1,0x5AF70,50,2,34,去给大社团上贡作品
1,0x5AFB0,70,2,52,去给大社团上贡作品的中坚社团的想法
1,0x5B008,22,2,6,安CD-R
1,0x5DF38,71,2,52,说「不用加热了对吧？」的便利店店员
1,0x5DF8C,54,2,36,没干劲也有个度的便利店店员
1,0x5DFD0,50,2,32,把便当竖着放的便利店店员
1,0x5E010,38,2,20,玩太多导致色素沉着
1,0x5E044,26,2,10,惊动警察
1,0x5E06C,46,2,31,在雅虎拍卖转卖散装货
1,0x5E0A8,46,2,29,猫倍丽金装精选鲣鱼85g
1,0x5E0E4,46,2,29,猫倍丽金装精选金枪鱼85g
1,0x5E120,46,2,29,猫倍丽金装精选白身鱼85g
1,0x5E15C,26,2,9,希宝Duo
1,0x5E184,30,2,14,猫倍丽干粮
1,0x6113C,39,2,20,伟嘉Brekkies
1,0x61170,34,2,18,宝路Chum
1,0x611A0,34,2,16,特制肉馅
1,0x611D0,38,2,20,回归你应有的姿态
1,0x61204,42,2,27,搞错了什么的KONISHIKI
1,0x6123C,66,1,50,滨崎步的强行角色设定看不下去
1,0x6127C,46,2,30,胜利之前不奢求的想法
1,0x612BC,26,2,10,杯水车薪
1,0x612E4,38,2,22,用霰弹枪精密射击
1,0x6131C,26,1,8,大门团长
1,0x61334,42,2,26,结成团伙袭击刚田商店
1,0x6136C,26,1,10,哆啦A梦
1,0x61384,34,2,16,含木糖醇
1,0x613B8,34,2,18,含牛磺酸1000mg
1,0x643F8,34,2,16,奉子成婚
1,0x64428,30,2,14,匿名过敏
1,0x64454,22,1,6,久米宏
1,0x64468,82,2,64,请使用本名或改编本名的网名才好的态度
1,0x644C8,46,2,28,藤黄果饮食法
1,0x64504,42,2,24,容易陷入安慰剂效应
1,0x6453C,30,2,13,电击系RPG小说
1,0x64568,38,2,21,电击G's杂志的生意方式
1,0x645A0,34,2,18,笑笑也好的客人感性
1,0x645D0,54,2,36,把江角真纪子夸成大美人的丑女
1,0x64614,66,2,50,滨崎步的强行角色设定看不下去
1,0x64664,154,1,138,"国府田麻理子,高桥克典,-,搞错了什么的KONISHIKI,想当声优的普通宅女,一上综艺就暴露出无能本色D级偶像"
1,0x67788,47,2,30,囤积摊位券
1,0x677C4,58,2,41,在雅虎拍卖转卖摊位券
1,0x6780C,46,2,30,被机器人安慰的废柴多重
1,0x67848,62,2,46,明明没人拜托却发表美少女游戏个人排名
1,0x67894,34,2,16,一次又一次
1,0x678C4,58,2,40,以为是热水结果出来的是冷水而闷绝
1,0x6790C,38,2,20,被年糕噎死
1,0x67940,42,2,24,被年糕噎死的老人
1,0x67978,26,2,10,逆行单行道
1,0x679A0,34,2,18,过充电弄坏电池
1,0x679D0,42,2,24,用手刀破坏手机
1,0x6AB14,63,2,46,一直立在书架上只有上部变了色的书
1,0x6AB60,38,2,23,连续6次扔垃圾失败
1,0x6AB94,38,2,20,煮鸡蛋先生般的画功
1,0x6ABC8,26,1,8,至绘
1,0x6ABE0,26,2,8,至绘
1,0x6AC0C,46,1,31,"樋上至,煮鸡蛋先生般的画功"
1,0x6AC38,38,2,20,咬苹果咬出血
1,0x6AC6C,58,2,40,穿着暴露但没用的铠甲的女战士
1,0x6ACB4,34,2,19,预定调和的清淡RPG
1,0x6ACE8,34,2,16,瞳孔扩散中
1,0x6AD18,58,2,40,永远也涨不了价的限定Zippo
1,0x6AD60,70,2,55,说是多结局其实只在最后选项二分岐
1,0x6ADB4,78,2,63,说是多结局其实只在最后选项二分岐的游戏
1,0x6DF9C,50,2,32,完全没有必要设为18禁的色情游戏
1,0x6DFDC,26,2,8,心胸狭窄
1,0x6E004,54,2,38,前作卖得不好还扬言要做续作
1,0x6E048,22,1,6,铃木裕
1,0x6E05C,54,2,38,床底下的黄书某天突然消失
1,0x6E0A0,126,2,110,铃铛猫娘设定上是10岁，本公司认为铃铛猫娘不适合作性表现·描写
1,0x6E130,22,1,6,数码子
1,0x6E144,42,2,26,不加区别地挖角
1,0x6E17C,26,1,10,史克威尔
1,0x6E194,46,2,30,倾心大作主义导致利润率恶化
1,0x6E1D0,26,1,10,史克威尔
1,0x6E1E8,38,2,22,终极疗法
1,0x6E220,26,2,10,兔子腿
1,0x6E248,58,2,40,像被用粉笔画出尸体形状一样的死法
1,0x7149C,39,2,20,没有名字的怪物
1,0x714D4,46,2,30,和周刊故事乐园一样有趣
1,0x71510,74,2,56,FM DJ特有的「帅气的我们不会拉屎」的态度
1,0x71568,38,2,20,在立食荞麦面店里骨折
1,0x7159C,70,2,52,得意地评论最终幻想是垃圾游戏
1,0x715F0,30,1,13,"厨房,死小白"
1,0x7160C,42,2,24,靠直觉混过视力检查
1,0x71644,74,2,56,只会对别人做的东西抱怨自己却什么也做不出来
1,0x7169C,74,2,58,只会抱怨别人做的东西自己却什么也做不出来的男人
1,0x716F4,34,2,16,回收列宁像
1,0x71724,26,2,10,屁股打击
1,0x71750,34,2,18,拼命藏乳头
1,0x71790,34,2,16,搞错了什么
1,0x717C0,38,2,20,不停地后退
1,0x717F4,46,2,28,莉莉丝创造的文化极致
1,0x71830,26,1,8,绫波丽
1,0x71848,30,2,12,从背后刺
1,0x71878,34,1,19,"藤田诚,中村主水"
1,0x71898,58,2,42,对Great Chicken Powers的小品爆笑的观众
1,0x718E0,62,2,44,对Great Chicken Powers的小品爆笑的感性
1,0x7192C,42,2,24,对V6的小品爆笑的丑女
1,0x71968,46,2,30,对V6的小品爆笑的丑女的感性
1,0x719A4,54,2,38,用加减法优化内存的想法
1,0x719E8,94,2,78,被叫「视觉系」而发怒在录制中擅自回去的彩虹乐团的想法
1,0x74A0C,47,2,28,为了看色情DVD买PS2
1,0x74A48,78,2,60,办了生前葬礼之后病情却渐渐好转的老人
1,0x74AA4,34,2,18,让人没胃口的脸
1,0x74AC4,22,2,5,=丑女
1,0x74AD8,46,2,30,以社会正义为名采访嫌疑人父亲
1,0x74B14,54,2,36,以社会正义为名采访嫌疑人父亲的女人
1,0x74B5C,70,2,54,翻出旧文集就以为掌握了事件的原因
1,0x74BB0,26,1,8,有田芳生
1,0x74BC8,66,2,51,一上综艺就暴露出无能本色D级偶像
1,0x74C1C,34,2,16,抛硬币失败
1,0x74C4C,38,2,20,被光学迷彩了会很麻烦
1,0x74C80,42,2,24,SMAP中森君的立场
1,0x74CB8,54,2,38,演艺界中肯特·德里科特的立场
1,0x78078,55,2,36,"""我方主唱，以外全部招募""的想法"
1,0x780C0,86,2,71,"""来做像Kanon一样的游戏吧。我方程序员，其他全部招募""的想法"
1,0x78128,58,2,40,命令PK对象「好好角色扮演」
1,0x78170,30,2,12,差一点就起诉
1,0x7819C,34,2,18,上上下下左右左右BA
1,0x781D0,46,2,28,2P手柄麦克风上写着「HUDSON」
1,0x7820C,62,2,46,骑妈妈自行车上台阶失败摔倒的主妇
1,0x78258,74,2,56,上了综艺节目也完全不做热场努力的力士
1,0x782B4,66,2,51,一把年纪了还只会用二元论思考问题的蠢货
1,0x78308,74,2,58,拼命检查卡拉OK新曲除此之外一无是处的丑女
1,0x78364,86,2,68,在卡拉OK让别人听自己唱歌来炫耀自己的丑女
1,0x7B7D8,83,2,66,在卡拉OK让别人听自己唱歌来炫耀自己的男人
1,0x7B828,86,2,69,=在卡拉OK让别人听自己唱歌来炫耀自己的丑女
1,0x7B87C,138,2,120,一边说着「好可爱～」一边喂猴子结果猴子没拿右手的零食而是抢走左手的零食盒吓得快哭出来的丑女
1,0x7B918,54,2,36,给宇宙用MS装脚的想法
1,0x7B960,130,2,114,忍不住恋童冲动让带回来的女人剃了阴毛却喊着「不行，是假的！」全裸冲进大厅的男人
1,0x7B9F4,74,2,58,靠时尚吃饭但本质没什么特别的渡边满里奈
1,0x7BA4C,102,2,84,以「时尚领袖」为名煽动蠢货买没用的东西的滨崎步
1,0x7BAC0,42,2,26,靠卖色情同人志生活
1,0x7BAF8,26,2,10,中古车查定
1,0x7BB24,34,2,18,无限接近正圆
1,0x7BB54,106,2,89,明明说了3次「别涮拿犹他州开涮～」却依然被拿犹他州开涮时的德里科特
1,0x7BBD0,30,2,14,欧西里斯综合征
1,0x7F088,30,2,14,没高潮没结局
1,0x7F0B4,26,2,8,人事肃正
1,0x7F0E0,58,2,40,和驾校教练扭打
1,0x7F128,26,2,10,气象预报师
1,0x7F150,62,2,44,动画声优广播节目来的无聊笑话明信片
1,0x7F19C,114,2,98,必须把自己广播节目里来的完全不有趣的笑话明信片读得像很有趣一样的动画声优的立场
1,0x7F21C,34,2,17,三餐都吃美味棒
1,0x7F24C,42,2,24,漫画啦琳塔啦有趣琳
1,0x7F284,62,2,47,把架子鼓扔坏之后又去捡回来的YOSHIKI
1,0x7F2D0,74,2,59,辞去力士后依然不做热场努力的KONISHIKI
1,0x82834,67,2,50,要退出练习模式只能重启
1,0x82884,46,2,28,比起橘子更喜欢橘子味的态度
1,0x828C0,30,2,14,总制作费40亿圆
1,0x828EC,34,2,16,一碰就软趴趴
1,0x8291C,38,2,20,刚蜕皮的螯虾
1,0x82950,34,2,16,刻坏的CD-R
1,0x82980,46,2,30,用刻坏的CD-R假装牙医
1,0x829BC,46,2,28,演艺界中山濑麻美的立场
1,0x829F8,46,2,28,演艺界中地井武夫的立场
1,0x82A34,46,2,28,演艺界中中山秀行的立场
1,0x82A70,42,2,26,秋茄子别给媳妇吃的想法
1,0x86038,31,2,14,对空性能高
1,0x86064,30,2,14,谢绝生客
1,0x86090,42,2,26,在应酬高尔夫中大胜
1,0x860C8,38,2,20,睡觉时是全裸派
1,0x860FC,46,2,28,空调坏了反而对老婆发火
1,0x86138,50,2,34,在打击中心被球砸
1,0x86178,62,2,46,说着「分不清现实和虚拟」的老人
1,0x861C4,34,2,16,孤身刑警纯情派
1,0x861F4,30,2,12,铁轨放石头
1,0x86220,42,2,24,进行精神动摇
1,0x8625C,58,2,42,靠着I've的音乐给没啥卖点的黄游救场的想法
1,0x898B4,38,2,22,经济舱综合症
1,0x898E8,62,2,44,日语Eurobeat特有的说不出的违和感
1,0x89934,42,2,24,归国子女特有的那种讨厌感
1,0x8996C,46,2,28,瞒着家人玩美少女游戏
1,0x899A8,38,2,20,不插入的恋童视频
1,0x899DC,38,2,20,半吊子的恋童视频
1,0x89A00,38,2,21,=不插入的恋童视频
1,0x89A24,46,2,28,没有摄影师的恋童视频
1,0x89A50,38,2,21,=不插入的恋童视频
1,0x89A74,26,2,10,装傻到底
1,0x89A9C,50,2,34,被冲上岸边的可怜的鲸鱼
1,0x89AE0,38,2,22,秋叶原电脑组的想法
1,0x8D1A4,47,2,30,把院子里的花改造成食人花
1,0x8D1E0,34,2,18,做得好的形象俱乐部
1,0x8D210,30,2,14,勃艮第风
1,0x8D23C,38,2,20,美味棒浓汤味
1,0x8D270,30,2,14,美味棒明太味
1,0x8D29C,34,2,16,美味棒芝士味
1,0x8D2CC,34,2,18,美味棒章鱼烧味
1,0x8D2FC,38,2,20,美味棒蔬菜沙拉味
1,0x8D330,42,2,26,美味棒照烧汉堡味
1,0x8D368,34,2,16,美味棒萨拉米味
1,0x8D398,42,2,24,美味棒炸猪排酱味
1,0x90ADC,31,2,14,美味棒披萨味
1,0x90B08,30,2,14,美味棒纳豆味
1,0x90B34,34,2,16,美味棒可可味
1,0x90B64,34,2,18,美味棒鱿鱼丝味
1,0x90B94,34,2,16,美味棒巧克力味
1,0x90BC4,30,2,14,物质化
1,0x90BF4,38,2,20,乙太涂层
1,0x90C2C,30,2,12,重复发帖
1,0x90C5C,34,2,18,关节破坏
1,0x90C8C,26,2,10,解散总选举
1,0x90CB4,26,2,10,内阁总辞职
1,0x90CCC,50,2,34,进100台就有5台有初期故障
1,0x90D14,26,2,9,SOTEC电脑
1,0x90D3C,50,1,34,进100台就有5台有初期故障
1,0x90D6C,54,2,38,觉得涂红了就都是夏亚专用的
1,0x90DB0,38,2,22,ls一下就核心转储
1,0x90DE4,38,2,20,莫名觉得色色的
1,0x90E18,42,2,24,经不起特写的脸
1,0x94468,22,2,6,空降
1,0x94490,22,2,6,守钱奴
1,0x944B8,58,2,40,把系统提示音设成国府田麻理子的声音
1,0x94500,34,2,18,会心一击
1,0x94530,26,2,10,战术撤退
1,0x94558,26,2,8,诸行无常
1,0x94580,26,2,8,色即是空
1,0x945A8,38,2,20,渐渐变白
1,0x945DC,26,2,10,核心转储
1,0x94604,50,2,32,后悔当初应该申请专利
1,0x97E50,39,2,20,灵魂被重力牵引
1,0x97E84,54,2,36,用牛步战术阻碍ADSL新兴企业加入
1,0x97EC8,22,1,6,黑社会
1,0x97EDC,50,2,32,通过暗箱操作从Acquire夺取天诛
1,0x97F1C,22,1,6,黑社会
1,0x97F30,50,2,35,通过暗箱操作从Acquire夺取天诛的SME
1,0x97F70,22,1,6,黑社会
1,0x97F84,58,2,43,用牛步战术阻碍ADSL新兴企业加入的NTT
1,0x97FCC,22,1,6,黑社会
1,0x9B87C,51,2,32,没有橘子汁也能看破隐形文字
1,0x9B8BC,30,2,12,便利店抢劫
1,0x9B8E8,30,2,14,Volta商店
1,0x9B914,26,2,10,坎特寺院
1,0x9B93C,86,2,68,抄袭别人的图猛加滤镜当自己社团的刊头
1,0x9B9A0,30,2,12,钓乌贼渔船
1,0x9B9CC,34,2,18,鱼死掉一样的眼睛
1,0x9B9FC,42,2,26,捅破小学生处女膜的机器
1,0x9BA34,70,2,52,木村拓哉喜欢的动画就不宅的态度
1,0x9BA88,46,2,28,"""唱歌的VOCABULA天国""的想法"
1,0x9BAC4,66,2,48,只为给「变身」赋予科学妥当性的双重人格
1,0x9F420,30,2,14,反町的危险的歌
1,0x9F44C,42,2,26,有深刻问题的不上学儿童
1,0x9F484,26,2,10,日光木偶
1,0x9F4AC,46,2,28,不停地把头撞向家里的柱子
1,0x9F4E8,30,2,12,个人房间
1,0x9F514,62,2,45,弄丢了刚买的3个月定期票而茫然若失
1,0x9F560,26,2,10,吐核心
1,0x9F58C,54,2,36,花大钱做垃圾游戏的SQUARE
1,0x9F5D0,22,1,6,黑社会
1,0x9F5E4,90,2,74,不顾羞耻挖角却还是做出挺垃圾游戏的SQUARE
1,0x9F64C,22,1,6,黑社会
1,0x9F660,50,2,32,和长泽美树的唱功一样不能接受
1,0xA302C,47,2,30,声优业界中小西宽子的立场
1,0xA3068,34,2,16,素描走形了
1,0xA3098,30,2,12,肩膀太窄了
1,0xA30C4,34,2,16,洗尸体兼职
1,0xA30F4,62,2,46,只用普通跳跃通关头脑战舰Garu的会
1,0xA3140,30,2,12,头脑战舰Garu
1,0xA316C,66,2,50,因为五目羊栖菜便当里没有放梅干而大怒
1,0xA31BC,22,2,6,原田屋
1,0xA31E0,30,2,12,第三部门
1,0xA320C,62,2,44,和WinBee国民偶像化计划一样不靠谱
1,0xA3258,70,2,52,无论在什么舞台致辞环节都格格不入的国府田麻理子
1,0xA329C,30,2,13,=国府田麻理子
1,0xA6CC4,43,2,24,和2000日元纸币一样没用
1,0xA6CFC,42,2,27,和新500日元硬币一样没用
1,0xA6D34,34,2,16,比AV女优还丑
1,0xA6D64,58,2,40,感觉会被在推荐信上写「没有协调性」
1,0xA6DAC,26,1,8,高桥克典
1,0xA6DC4,54,2,37,在知名画师的BBS上写自己日记的蠢货
1,0xA6E0C,74,2,59,描了323的线但无论怎么看都是劣化拷贝的画师
1,0xA6E64,38,2,20,在神户屋买橘子
1,0xA6E98,22,2,6,田舍侍
1,0xA6EC0,78,2,62,完全搞不懂到底为了什么而发售的Family BASIC
1,0xA6F1C,30,2,12,赤堀脚本
